investment_id,company,region,plant,cost_center_code,cost_center_responsible,investment_description,investment_category,customer,car_model,commodity_id,purchasing_l1,purchasing_l2,purchasing_l3,purchasing_l4,purchasing_l5,purchasing_l6,mpp_l1,mpp_l2,mpp_value_level,mpp_l3_analysis,confirmation_required,ras_bms_budget_account,tangible_intangible,technology,comment,sustainability,productive_non_productive,condition_of_asset,already_sourced,already_sourced_2,planned_sourcing_date,unit_of_measure,quantity,value_per_item_k,source_of_funding,lcc_capable,budgeted_value_lcc_2526_k_eur,realized_lcc_2526,lcc_value_option_2526_k_eur,savings_lcc_2526_k_eur,existing_ras_number,capex_already_ordered,add_sap_budget_existing_wbs,monthly_apr_2025,monthly_may_2025,monthly_jun_2025,monthly_jul_2025,monthly_aug_2025,monthly_sep_2025,monthly_oct_2025,monthly_nov_2025,monthly_dec_2025,monthly_jan_2026,monthly_feb_2026,monthly_mar_2026,budget_q2_2025,budget_q3_2025,budget_q4_2025,budget_q1_2026,budget_fy_2526,monthly_apr_2026,monthly_may_2026,monthly_jun_2026,monthly_jul_2026,monthly_aug_2026,monthly_sep_2026,monthly_oct_2026,monthly_nov_2026,monthly_dec_2026,monthly_jan_2027,monthly_feb_2027,monthly_mar_2027,budget_q2_2026,budget_q3_2026,budget_q4_2026,budget_q1_2027,budget_fy_2627,plan_fy_2728,plan_fy_2829,plan_fy_2930,total_5y_k_eur,local_currency,currency_flag,budget_lc_2526,budget_lc_2627,plan_lc_2728,plan_lc_2829,plan_lc_2930,budget_eur_2526,budget_eur_2627,plan_eur_2728,plan_eur_2829,plan_eur_2930,total_eur_5y,empty_col_95,col_flag_96,bms_company,bms_account_code,col_flag_99,cost_center_bms,bms_apr_2025,bms_may_2025,bms_jun_2025,bms_jul_2025,bms_aug_2025,bms_sep_2025,bms_oct_2025,bms_nov_2025,bms_dec_2025,bms_jan_2026,bms_feb_2026,bms_mar_2026,bms_fy_2526,bms_fy_2627,bms_fy_2728,bms_fy_2829,bms_fy_2930,bms_5y_sum,bms_fy_2526_2627,sorting_key,internal_col_121,internal_col_122,failure_reason,quarantined_at
101034,SMP,Germany & EE,SMP Oldenburg,0.0,N. Christophers,VW ID.4 PA Blende Softnose Frachtbehälter nach Lack,Customer projects new,VW,ID.4 PA,1046.0,Packaging,External Usage,Customized,Bin / Box/ Tote,Steel,With inserts/ Inlays/ Dividers,Direct Material Logsitic,Direct Material Logsitic,Unknown,Unknown,Unknown,Plastic Bins / Totes,Tangible,Logistics,Unknown,not relevant,Productive,New,No,No,2025-11-01 00:00:00,Box,54.0,2.310601851851852,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.84,0.0,0.0,0.0,0.0,111.84,111.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.93249999999999,0.0,0.0,0.0,124.7725,EUR,nan,1.0,1.0,1.0,1.0,1.0,111.84,12.93249999999999,0.0,0.0,0.0,124.7725,Value planned,nan,SMP Oldenburg,RAS404701,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.84,0.0,111.84,12.93249999999999,0.0,0.0,0.0,124.7725,124.7725,124.7725,124.7725,-124.64772749999999,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,Germany & EE,SMP Oldenburg,0.0,N. Christophers,VW ID.4 PA Spoiler hinten R-Line Frachtbehälter nach Lack,Customer projects new,VW,ID.4 PA,1046.0,Packaging,External Usage,Customized,Bin / Box/ Tote,Steel,With inserts/ Inlays/ Dividers,Direct Material Logsitic,Direct Material Logsitic,Unknown,Unknown,Unknown,Plastic Bins / Totes,Tangible,Logistics,Unknown,not relevant,Productive,New,No,No,2025-11-01 00:00:00,Box,63.0,1.9637301587301588,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.715,0.0,0.0,0.0,123.715,EUR,nan,1.0,1.0,1.0,1.0,1.0,0.0,123.715,0.0,0.0,0.0,123.715,Value planned,nan,SMP Oldenburg,RAS404701,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.715,0.0,0.0,0.0,123.715,123.715,123.715,123.715,-123.591285,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101031,SMP,Germany & EE,SMP Oldenburg,0.0,T.Bonhagen,MC Hannover - Werkerführung Montagelinie,Expansion,Unknown,Unknown,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,General Planning & Reserves,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2025-04-01 00:00:00,Each,1.0,113.6,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.48,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11999999999999,0.0,0.0,0.0,113.6,EUR,nan,1.0,1.0,1.0,1.0,1.0,71.48,42.11999999999999,0.0,0.0,0.0,113.6,Value planned,nan,SMP Oldenburg,RAS404506,nan,Expansion Capex,0.0,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.48,42.11999999999999,0.0,0.0,0.0,113.6,113.6,113.6,113.6,-113.48639999999999,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101032,SMP,Germany & EE,SMP Oldenburg,0.0,M. Foelck,Invest MC Hannover,Others,Unknown,Unknown,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,General Planning & Reserves,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2025-06-01 00:00:00,Each,1.0,113.6,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.48,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11999999999999,0.0,0.0,0.0,113.6,EUR,nan,1.0,1.0,1.0,1.0,1.0,71.48,42.11999999999999,0.0,0.0,0.0,113.6,Value planned,nan,SMP Oldenburg,RAS404506,nan,Others,0.0,0.0,0.0,71.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.48,42.11999999999999,0.0,0.0,0.0,113.6,113.6,113.6,113.6,-113.48639999999999,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,LATAM,SMP Atibaia,0.0,Unknown,Gas stove oven for electric,"Environment, Health & Safety (EHS)",Unknown,Unknown,4283.0,Paint Shop,Retrofit/Refurbishment,Robotic,Paint Application System,Bumper paint shop,Solvent based,Capex & Equipment,Painting lines,Unknown,Refurbishment / Others,Unknown,Retrofit / Refurbishment,Tangible,Paint Shop,Unknown,Other Positive ESG Impact,Productive,New,No,No,nan,Each,1.0,800.0,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,800.0,0.0,0.0,0.0,800.0,BRL,nan,0.1589597672829007,0.1414067139907802,0.1414067139907802,0.1414067139907802,0.1414067139907802,0.0,113.12537119262424,0.0,0.0,0.0,113.12537119262424,Value planned,nan,SMP Atibaia,RAS110023,nan,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.12537119262424,0.0,0.0,0.0,113.12537119262424,113.12537119262424,113.12537119262423,113.12537119262423,-799.8868746288074,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,USA,SMP USA,0.0,Unknown,Speaker Detection on Assembly Line Interior,Rationalization,Unknown,Unknown,9658.0,Assembly / Secondary Equipment,Assembly vision control,Camera / Vision Sensor,Assembly Stations,0,0,Capex & Equipment,Assembly,<200k,Vision / EOL,No,Vision Control System - Vision Testing / Measurement,Tangible,Secondary Equipment,Speaker Detection on Assembly Line Interior,not relevant,Non Productive,New,No,No,nan,Unknown,0.0,0.0,Borrowings,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,120.0,USD,nan,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,38.21534346039935,74.73841554559043,0.0,0.0,0.0,112.95375900598978,Value planned,nan,SMP USA,RAS110019,nan,Replacement/Maintenance,0.0,0.0,38.21534346039935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.21534346039935,74.73841554559043,0.0,0.0,0.0,112.95375900598978,112.95375900598978,112.95375900598978,112.95375900598978,-119.88704624099401,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,Germany & EE,SMP Oldenburg,0.0,M. Montinari,EOL Access Switche Replacement,Replacement,Unknown,Unknown,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,Others,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2025-09-01 00:00:00,Each,1.0,112.5,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.77,0.0,0.0,0.0,0.0,0.0,0.0,70.77,0.0,70.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.73,0.0,0.0,0.0,112.5,EUR,nan,1.0,1.0,1.0,1.0,1.0,70.77,41.73,0.0,0.0,0.0,112.5,Value planned,nan,SMP Oldenburg,RAS404506,nan,Replacement/Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.77,0.0,0.0,0.0,0.0,70.77,41.73,0.0,0.0,0.0,112.5,112.5,112.5,112.5,-112.3875,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,Mexico,SMP Zitlaltepec,0.0,L. Ramirez,AGV(op500) / New AGV structure fixture,Customer projects new,Audi,eQ8 Bumpers,7874.0,Assembly / Secondary Equipment,Automated Guided Vehicle - AGV,0,0,0,0,Capex & Equipment,AGV / AMR / Conveyor Technologies,Unknown,AGV / AMR,Yes,Automated Guided Vehicle - AGV,Tangible,Secondary Equipment,_Assembly,Energy Reduction,Productive,New,No,No,TBD,Piece,1.0,0.0,Own,Yes,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,120.0,USD,SMP Zitlaltepec,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.0,112.10762331838563,0.0,0.0,0.0,112.10762331838563,Value planned,nan,SMP Zitlaltepec,RAS110020,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.10762331838563,0.0,0.0,0.0,112.10762331838563,112.10762331838563,112.10762331838565,112.10762331838565,-119.88789237668162,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101031,SMP,China,SMP-Tianjin-Entity,0.0,Mr.Fan Ben Chao,Automatic baler,Customer projects new,BBAC,0,8357.0,Moulding Machine,Rubber Moulding,Hydraulic,1001 - 2000 TN,0,0,Capex & Equipment,IMM,Unknown,New Machine,No,Rubber Moulding Machine,Tangible,Moulding,Unknown,EV Programs,Productive,Used,Unknown,No,nan,Set,1.0,300.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,90.0,90.0,0.0,120.0,300.0,0.0,0.0,0.0,300.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,0.0,40.402407983515815,0.0,0.0,0.0,40.402407983515815,Value planned,nan,SMP-Tianjin-Entity,RAS240015,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.402407983515815,0.0,0.0,0.0,40.402407983515815,40.402407983515815,40.402407983515815,40.402407983515815,-299.9595975920165,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101032,SMP,China,SMP CPAT,0.0,Unknown,Exterior part film blister mold先导项目,Others,Pool 2025,先导项目,9664.0,Moulding Machine,mould,0,0,0,0,Capex & Equipment,Embossing,Unknown,Unknown,Unknown,Other Moulding Machine,Tangible,Moulding,Unknown,not relevant,Non Productive,New,No,No,2026-01-01 00:00:00,Set,1.0,300000.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,0.0,0.0,210.0,0.0,0.0,0.0,300.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,12.015379685998075,28.28168558846107,0.0,0.0,0.0,40.29706527445914,Value planned,nan,SMP CPAT,RAS240016,nan,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.015379685998075,0.0,0.0,12.015379685998075,28.28168558846107,0.0,0.0,0.0,40.29706527445914,40.29706527445914,40.29706527445914,40.29706527445914,-299.95970293472556,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,China,SMP CPAT,0.0,Unknown,Exterior part film punching mold先导项目,Others,Pool 2025,先导项目,9664.0,Moulding Machine,mould,0,0,0,0,Capex & Equipment,Embossing,Unknown,Unknown,Unknown,Other Moulding Machine,Tangible,Moulding,Unknown,not relevant,Non Productive,New,No,No,2026-01-01 00:00:00,Set,1.0,300000.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,30.0,0.0,0.0,210.0,0.0,0.0,0.0,300.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,12.015379685998075,28.28168558846107,0.0,0.0,0.0,40.29706527445914,Value planned,nan,SMP CPAT,RAS240016,nan,Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.015379685998075,0.0,0.0,12.015379685998075,28.28168558846107,0.0,0.0,0.0,40.29706527445914,40.29706527445914,40.29706527445914,40.29706527445914,-299.95970293472556,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,China,SMP CPAT,0.0,Unknown,Press lamination and Edge-folding  machineAudi A6L NF NF(C9) IDT,Customer projects new,FAW-VW,Audi A6L NF NF(C9) IDT,8845.0,Assembly / Secondary Equipment,Laminating Machine,Machine,"Combination Lamination Machine (Incl Edge Folding, etc.)",Compression laminating,0,Capex & Equipment,Lamination,Unknown,Unknown,Unknown,Laminating Machine,Tangible,Secondary Equipment,Unknown,not relevant,Productive,New,No,No,2025-04-01 00:00:00,Set,1.0,430000.0,Own,No,0.0,Yes,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,129.0,0.0,172.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,CNY,nan,0.1335042187333119,0.134674693278386,0.134674693278386,0.134674693278386,0.134674693278386,40.18476983872691,0.0,0.0,0.0,0.0,40.18476983872691,Value planned,nan,SMP CPAT,RAS110017,nan,Customer Projects,0.0,0.0,0.0,0.0,17.222044216597244,0.0,0.0,0.0,0.0,0.0,0.0,22.96272562212966,40.18476983872691,0.0,0.0,0.0,0.0,40.18476983872691,40.18476983872691,40.18476983872691,40.18476983872691,-300.95981523016127,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,Mexico,SMP Zitlaltepec,0.0,M. Ortiz,"Add  IT Infrastructure  (storage, Switches)",Customer projects new,VW,VW 336 Tayron HSP,4440.0,IT and Communications,Network Components,Switches,0,0,0,IT,IT Software,Unknown,Unknown,Unknown,Switches / Routers,Tangible,IT,_IT,Energy Reduction,Non Productive,New,No,No,TBD,Piece,1.0,42.0,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,USD,SMP Puebla,0.9553835865099838,0.9342301943198804,0.9342301943198804,0.9342301943198804,0.9342301943198804,40.12611063341931,0.0,0.0,0.0,0.0,40.12611063341931,Value planned,nan,SMP Zitlaltepec,RAS170029,nan,Customer Projects,40.12611063341931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12611063341931,0.0,0.0,0.0,0.0,40.12611063341931,40.12611063341931,40.126110633419316,40.126110633419316,-41.959873889366584,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,Germany & EE,SMP Oldenburg,0.0,N. Christophers,VW T7 Multivan PA EDV Invest,Customer projects new,VW,T7 PA,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,Project - specific Invest.,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2025-11-01 00:00:00,Each,1.0,40.1,Unknown,No,0.0,Unknown,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.94,0.0,0.0,0.0,35.94,35.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.160000000000004,0.0,0.0,0.0,40.1,EUR,nan,1.0,1.0,1.0,1.0,1.0,35.94,4.160000000000004,0.0,0.0,0.0,40.1,Value planned,nan,SMP Oldenburg,RAS404506,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.94,35.94,4.160000000000004,0.0,0.0,0.0,40.1,40.1,40.1,40.1,-40.0599,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101031,SMP,Germany & EE,SMP Hungary,0.0,Végh Gábor,waste/scrap container,Replacement,Unknown,Unknown,9626.0,Plant equipment,Heating Ventilation and Air Conditioning,Air Conditioning System,0,0,0,Facility,Air System and Materials,Unknown,Unknown,Unknown,Air Conditioner / HVAC / Ventillation,Tangible,Energy,Unknown,not relevant,Productive,New,Yes,Yes,05/2025,Piece,1.0,30.0,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,30.0,Value planned,nan,SMP Hungary,RAS404201,nan,Replacement/Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,30,30,-29.97,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101032,SMP,Germany & EE,SMP Hungary,0.0,Kaiser Bence,Access Switch - Core Infrastructure,Replacement,Unknown,Unknown,4440.0,IT and Communications,Network Components,Switches,0,0,0,IT,IT Software,Unknown,Unknown,Unknown,Switches / Routers,Tangible,IT,Unknown,not relevant,Productive,New,No,No,04/2025,Piece,3.0,15.0,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,30.0,30.0,30.0,30.0,120.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,0.0,30.0,30.0,30.0,30.0,120.0,Value planned,nan,SMP Hungary,RAS170029,nan,Replacement/Maintenance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,120.0,30.0,30,120,-119.88,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101033,SMP,Germany & EE,SMP Hungary,0.0,Pajor Bertold,Establishing contact protection compliance- Injection,"Environment, Health & Safety (EHS)",Unknown,Unknown,7840.0,Assembly / Secondary Equipment,Retrofit/Refurbishment,Assembly Line,Assembly Stations,0,0,Capex & Equipment,Assembly,<200k,Retrofit/Refurbishment,No,Retrofit / Refurbishment,Tangible,Secondary Equipment,Unknown,not relevant,Non Productive,New,No,No,04/2025,Set,1.0,30.0,Own,Yes,30.0,No,0.0,0.0,nan,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,30.0,Value planned,nan,SMP Hungary,RAS110023,nan,Others,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,30,30,-29.97,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101034,SMP,Germany & EE,SMP Dolni Redice,0.0,Unknown,Investments (excl. Tooling),Customer projects new,SMP Neustadt,BMW G20 G8x,7835.0,Assembly / Secondary Equipment,Assembly Line,Automated Assembly Line,New equipment,Assembly / Inspection Machine,0,Capex & Equipment,Assembly,<200k,Automation,No,Assembly Line,Tangible,Secondary Equipment,Unknown,not relevant,Productive,New,No,No,2026-04-30 00:00:00,Set,1.0,30.0,Unknown,No,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,30.0,Value planned,nan,SMP Dolni Redice,RAS110011,nan,Customer Projects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,30.0,30,30,-29.97,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101035,SMP,Germany & EE,SMP Serbia,0.0,Nikola Stankovic,Tooling,Expansion,All,All,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,Others,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2025-05-01 00:00:00,Each,1.0,30.0,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,30.0,Value planned,nan,SMP Serbia,RAS404506,nan,Expansion Capex,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,30.0,30.0,30,30,-29.97,V05: investment_category in valid set,2026-04-12T17:27:33.297408
101036,SMP,Germany & EE,SMP Serbia,0.0,Milos Obradovic,Maintenance tooling improvement,Expansion,All,All,8005.0,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,Unknown,Others,Unknown,Other Plant Equipment,Tangible,Others/exemption limit,Unknown,not relevant,Productive,New,No,No,2026-04-01 00:00:00,Each,1.0,30.0,Own,No,0.0,No,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,EUR,nan,1.0,1.0,1.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,30.0,Value planned,nan,SMP Serbia,RAS404506,nan,Expansion Capex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,30.0,30,30,-29.97,V05: investment_category in valid set,2026-04-12T17:27:33.297408
